,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
293,301,293,iMooX,Metabolic syndrome - When the metabolism runs wild,Metabolic syndrome;insulin resistance;diabetes;metabolism;nutrition,Metabolic Syndrome;Weight Management;Diabetes;High Blood Pressure;Insulin Resistance;Nutrition;Genetics;Heart Disease;Liver Disease;Obesity,Metabolic syndrome - When the metabolism runs wild,"  Unit 1: Metabolisches Syndrom: Fakten und KennzeichenDefinition des MetS (Syndrom X), die 3 von 5 Kriterien, die fuer die Diagnose erfuellt sein muessen, damit verbundene Krankheiten und betroffene Stoffwechselgewebe. Insulin-Signalweg in verschiedenen Stoffwechselgeweben, Insulinresistenz, Typ-1- und Typ-2-Diabetes und chronisch-schwache Entzuendungen als zugrundeliegende molekulare Mechanismen, die das Metabolische Syndrom antreiben. Unit 2: (Epi-)Genetik vs. UmweltDie Rolle der Umwelt vs. Genetik im Zuge der Entwicklung des Metabolischen Syndroms. Nutrigenetik vs. Nutrigenomik, Epigenetik und genomweite Assoziationsstudien (GWAS). Unit 3: Lebensmittelwissenschaften: Die Bedeutung von Lipiden, Zucker und Salz fuer das Metabolische SyndromDie chemischen Grundlagen von Zucker und Fett. Die Rolle von Lipiden, Zucker und Salz in Lebensmitteln und in der Lebensmitteltechnologie. Moegliche Strategien zur Reduzierung des Konsums der drei Komponenten.  Unit 4: Ueberernaehrung: Die Rolle des FettgewebesLokalisation und Typen des Fettgewebes, Struktur und zellulaere Zusammensetzung des Fettgewebes. Zusaetzliche Funktionen des Fettgewebes neben der klassischen ""Speicherfunktion"". Ausdehnung des Fettgewebes. Pathologische Folgen des MetS auf das Fettgewebe: Niedriggradige und chronische Entzuendungen, Insulinresistenz und die Rolle der Adipokine. Lipogenese vs. Lipolyse.   Unit 5: Metabolisches Syndrom und LebererkrankungenEktopische Fettansammlung: nichtalkoholische Fettlebererkrankung. Leberentzuendung. Lipoprotein-Stoffwechsel. Die ektopische Fettansammlung in anderen Geweben (Fettverlagerung aus dem Fettgewebe und der Leber) wird eroertert. Unit 6: Herzerkrankungen - eine Anhaeufung von allem?Entwicklung von Atherosklerose und Zusammenhang mit Diabetes und Fettleibigkeit. Andere Risikofaktoren fuer Herzkrankheiten. ""Gesunde"" mikrostrukturelle Bestandteile des arteriellen Gewebes. Umbau des Arteriengewebes und die Rolle des Zuckers, der zu fortgeschrittenen Glykationsendprodukten (AGEs) und zur Vernetzung der Gewebebestandteile (Kollagen und Elastin) fuehrt. Biomechanische Tests von arteriellen Geweben."
294,302,294,iMooX,Digital unterstützt draußen lernen,Digital learning;Outdoors;Enable;Discover;analyze,Outdoor Learning;Digital Support;Interactive Course;Educational Resource;Learning Experience;Creativity Activation;Discovery Learning;Analytical Thinking;Sharing Knowledge;Practical Application,,
295,303,295,iMooX,Lehren und Lernen mit digitalen Medien I,Digitale Medien;Lehren;Lernen;Medienkompetenz;Unterricht,Digital Media;Teaching;Learning;Education;Media Literacy;Online Course;Educational Technology;Teaching Methods;Learning Strategies;Educational Resources,Lehren und Lernen mit digitalen Medien I,"Dieser MOOC beschaeftigt sich, wie der Titel bereits voraussagt, mit dem Einsatz von digitalen Medien sowohl beim Lehren als auch beim Lernen. Es geht dabei vorranging um eine erste Einfuehrung in den großen Themenkomplex und soll helfen, entsprechende Medienkompetenzen fuer den eigenen Unterricht zu erwerben.   Dabei werden neben Definitionen und Erklaerungen auch Praxisbeispiele gezeigt sowie Tipps und Tricks fuer den Unterrichtsalltag gegeben, sodass im Anschluss ein erster eigener Einsatz moeglich sein soll.  Die Inhalte richten sich vorerst speziell an Studierende des Lehramts aller Unterrichtsfaecher, aber natuerlich auch an im Beruf stehende Lehrer:innen sowie an alle interessierten Personen, die mehr ueber die Einsatzmoeglichkeiten digitaler Medien erfahren wollen."
296,304,296,iMooX,Programmieren lernen mit Python: Grundlagen,Python;programming;basics;variables;data types,Programming;Python;Basics;Fundamentals;Learning;Online course;Code;Variables;Data input/output;Control flow,Programmieren lernen mit Python: Grundlagen,"Dieser MOOC (Massive Open Online Course) soll Interessierten dabei helfen, in die Welt des Programmierens einzusteigen. Dabei wirst du anhand interaktive Videos und Codebeispiele Schritt fuer Schritt die grundlegenden Konzepte der Programmierung mittels der Sprache Python erlernen. Egal ob du bereits Erfahrung im Programmieren hast oder neu dabei bist, wir sind sicher, dass du aus diesem Kurs viel nuetzliches Wissen mitnehmen wirst. Fuer den Kurs benoetigen du keine Vorkenntnisse, lediglich einen Desktop-PC oder Laptop mit dem Betriebssystem Windows, Linux oder macOS, um deine selbst geschriebenen Programme ausfuehren zu koennen.Der Kurs gliedert sich in vier Lektion, die aufeinander aufbauen. Im ersten Schritt werden wir uns mit grundlegenden Theorien beschaeftigen. Ab der zweiten Lektion beginnen wir mit dem Schreiben von Python Code und lernen und ueben neue Programmierkonzepte, insbesondere mit dem Schwerpunkt auf Variablen. In der dritten Lektion werden wir uns damit beschaeftigen, wie wir Daten von Benutzer:innen unseres Programms einlesen und wieder ausgeben und lernen wichtige Konzepte kennen, um den Programmfluss zu steuern. In der vierten und letzten Lektion werden wir uns genauer mit dem Datentyp der Listen beschaeftigen."
297,305,297,iMooX,Programmieren lernen mit Python: Objektorientierte Programmierung,Python;object-oriented programming;OOP;methods;inheritance,Object-Oriented Programming;Python Programming Language;Coding Basics;Computer Science;Programming Concepts;Free Online Course;MOOC (Massive Open Online Course);Learning Resource;Programming Fundamentals;Software Development,Programmieren lernen mit Python: Objektorientierte Programmierung,"Programmieren lernen mit Python: Objektorientierte Programmierung ist ein kostenloser Kurs im MOOC (Massive Open Online Course) Format fuer Schueler:innen, Studierende, Lehrende und alle, die sich mit dem Thema der objektorientierten Programmierung(OOP) beschaeftigen wollen. Der Kurs liefert einen Ueberblick ueber einige Konzepte die in der objektorientierten Programmierung Verwendung finden. In diesem Kurs werden Codebeispiele in der Programmiersprache Python gezeigt, um zu veranschaulichen, wie die vorgestellten Konzepte umgesetzt werden koennen. Dieser Kurs besteht aus vier Lektionen, die aufeinander aufbauen und folgende Inhalte behandeln:In Lektion 1 werden die Grundlagen der objektorientierten Programmierung sowie die wichtigsten Begriffe besprochen. Die Einheit wird hauptsaechlich theoretischer Natur sein, um einen Ueberblick zu erhalten. In den kommenden Lektionen werden die hier besprochenen Konzepte in der Praxis demonstriert.In Lektion 2 wird das erlernte Wissen anhand eines Beispiels in der Programmiersprache Python umgesetzt. Hier werden wir insbesondere auf Attribute und den Konstruktor eingehen.Lektion 3 behandelt Methoden und Verkapselung genauer.In Lektion 4 betrachten wir die Konzepte Vererbung und Polymorphismus."
298,306,298,iMooX,Empirische Sozialforschung leicht gemacht,Empirical research;social science;quantitative research;qualitative research;research process,Social Research;Research Methods;Quantitative Research;Qualitative Research;Research Process;Study Design;Data Collection;Data Analysis;Research Questions;Scientific Inquiry,Empirische Sozialforschung leicht gemacht,"In diesem Kurs erlangen Sie in sechs Lektionen grundlegende Kenntnisse ueber die sozialwissenschaftliche Forschung. Wir klaeren, welche Ziele die empirische Sozialforschung verfolgt und gehen auf die Unterschiede und Gemeinsamkeiten der quantitativen und der qualitativen Sozialforschung ein. Um einen Ueberblick ueber die sozialwissenschaftliche Vorgehensweise zu geben, betrachten wir die einzelnen Schritte des Forschungsprozesses naeher.  Folgende Themen werden behandelt:  1.  Einstieg in die empirische Sozialforschung - Was ist das eigentlich genau?  2.  Ziele und Vorgehensweise quantitativer und qualitativer Forschung - Welche Zugaenge gibt es?  3.  Literaturrecherche und Forschungsfragen - Wie grenzen wir unser Forschungsziel ein?  4.  Studienplanung und Erhebungsmethoden - Wie gehen wir vor?  5.  Stichprobenziehung / Fallauswahl - Wie waehlen wir Teilnehmer*innen aus?  6.  Auswertung &amp;Ergebnisdarstellung - Wie kommen wir zu Ergebnissen? "
299,307,299,iMooX, Mathe-Kompass - Sei bereit fürs Studium!,Mathematics;study;fractions;equations;functions,Mathematics;Education;Study;Lessons;Modules;Fractions;Equations;Functions;Calculus;Problem-solving,,
300,308,300,iMooX,EBmooc 2023: Ihr Update zur Online-Erwachsenenbildung,adult education;online education;tools;media literacy;future trends,Online Learning;Adult Education;Digital Tools;Media Literacy;Educational Trends;Future Learning;Online Courses;Continuing Education;Digital Skills;Educational Management,EBmooc 2023: Ihr Update zur Online-Erwachsenenbildung,Teilnehmer*innen bleiben up-to-date zu folgenden Themen der digitalen Erwachsenenbildung:Tools und TechnologienMedienkompetenz in der digitalen WeltFormate und BildungsmanagementZukunftstrends und Weiterlernen
301,309,301,iMooX,Digitalization and Inclusive Education,Inclusive education;digital literacy;universal design;accessibility;assistive technologies,Digital Education;Inclusive Learning;Disability Support;Accessibility;Technology Integration;Universal Design;Teacher Training;Online Learning;Assistive Technology;Education Equity,Digitalization and Inclusive Education,"      Dieser MOOC soll die Kompetenzen von Lehrpersonen des Pflichtschulbereichs und von interessierten Personen im Bereich der digital-inklusiven Bildung staerken, um Schueler*innen mit Behinderungen die Teilhabe am mediengestuetzten Unterricht zu ermoeglichen. Die Inhalte orientieren sich an dem „Europaeischen Rahmen fuer die digitale Kompetenz Lehrender“ der Europaeischen Union (Digital Competence Framework for Educators [DigiCompEdu]), spezifisch am Kompetenzbereich 5 „Lernerorientierung“ (Empowering Learners).      Dieser gliedert sich wiederum in drei Bereiche:     Digitale Teilhabe: Gewaehrleisten, dass alle Lernenden, auch solche mit Behinderungen, Zugang zu den eingesetzten digitalen Medien und Lernaktivitaeten haben;(Digitale) Erwartungen, Faehigkeiten, Vorkenntnisse und Missverstaendnisse der Lernenden beruecksichtigen sowie kontextbezogene, physische oder kognitive Einschraenkungen bei der Mediennutzung bedenken.          Differenzierung und Individualisierung: Nutzung von digitalen Medien, um Lernenden zu ermoeglichen, ihr individuelles Lernziel in ihrem jeweils eigenen Lerntempo zu erreichen und individuelle Lernwege zu beschreiten.         Aktive Einbindung der Lernenden: Digitale Medien nutzen, um das aktive und kreative Engagements der Lernenden mit einem Thema zu foerdern;digitale Medien im Rahmen didaktischer Strategien einsetzen, die transversale Faehigkeiten, tiefgruendiges Denken und kreativen Ausdruck des Lernenden foerdern;den Unterricht oeffnen, um neue, reale Lernkontexte zu schaffen, die die Lernenden in praktische Aktivitaeten, wissenschaftliche Untersuchungen oder komplexe Problemloesungen einbeziehen, oder auf andere Weise die aktive Auseinandersetzung der Lernenden mit komplexen lebensweltlichen Sachverhalten erhoehen.     Diese Kompetenzformulierungen bieten fuer den inklusiven Unterricht eine gute Orientierung bezueglich der Bandbreite benoetigter Kompetenzen, die ein didaktisch sinnvoller Einsatz digitaler Medien fuer den Umgang mit individuellen Lernvoraussetzungen         erfordert.       Dieser MOOC gliedert sich dabei in folgende Module:        Modul 1: Universal Design for Learning         Modul 2: Barrierefreiheit und NutzungsfreundlichkeitModul 3: Assistive Technologien         Modul 4: Technologiegestuetzter inklusiver Unterricht         Modul 5: Sozial eingebettetes Lernen (im Online-Setting)              Jedes Modul ist noch in drei Unterpunkte unterteilt. "
302,310,302,iMooX,LawBusters Oster-MOOC – Märchen-Edition,Hansel and Gretel;child welfare;Snow White;cohabitation;Rapunzel,Fairy Tales;Legal Education;Child Welfare;Freedom;Community;Rights;Law;Education;Storytelling;Critical Thinking,,
303,311,303,iMooX,Basics in Tire Mechanics,Power transmission;pneumatic tires;wheel kinematics;vertical power transmission;tire modeling,Tire Mechanics;Car Parts;Vehicle Engineering;Tire Properties;Force Transfer;Kinematics;Tire Design;Engineering Fundamentals;Vehicle Performance;Tire Technology,Basics in Tire Mechanics,"Wir zeigen euch in vier Lektionen die Grundlagen der Kraftuebertragung von pneumatischen Reifen:  Lektion 1 - Einfuehrung: Bedeutung der Reifeneigenschaften und Grundbegriffe     Lektion 2 - Radkinematik und Vertikalkraftuebertragung     Lektion 3 - Horizontale Kraftuebertragung: Reifenlaengskraft, Reifenseitenkraft und kombinierte Reifenkraefte     Lektion 4 - Einflussgroeßen, Messung von Reifeneigenschaften und Reifenmodellierung   "
304,312,304,iMooX,Societech: Die Gesellschaft im Kontext der Informationstechnologie,Information technology;economy;education;privacy;security,Technology;Society;Information;Impact;Economy;Education;Privacy;Security;Influence;Globalization,Societech: Die Gesellschaft im Kontext der Informationstechnologie,"Dieser Online-KI-generierte Kurs, ""Societech: Society in the Context of Information Technology"", bietet eine umfassende Analyse der gesellschaftlichen Auswirkungen der Informationstechnologie. Die Teilnehmer*innen erfahren mehr ueber acht wichtige Themengebiete, die einen Einblick in die Rolle der Informationstechnologie in Bereichen wie Wirtschaft, Bildung, Privatsphaere, Sicherheit, Ethik, Politik, Kultur und Umwelt geben. Die Informationstechnologie hat die Art und Weise, wie wir arbeiten, lernen, kommunizieren und uns amuesieren, grundlegend veraendert. Sie ist von zentraler Bedeutung fuer die Gesellschaft, da sie die Welt globaler, vernetzter und effizienter gemacht hat, aber auch neue Herausforderungen hervorgerufen hat, die es zu bewaeltigen gilt. Daher ist es wichtiger denn je, ein Verstaendnis dafuer zu entwickeln, wie die Informationstechnologie die Gesellschaft beeinflusst und wie wir ihre Auswirkungen gestalten koennen."
305,313,305,iMooX,Das Stromnetz verstehen,Energy conservation rate;current;voltage;grid control;power plants,Electricity;Power Grid;Energy Generation;Transmission;Distribution;Power Quality;Network Operations;Safety Considerations;Electrical Engineering;Renewable Energy,Das Stromnetz verstehen,"Der Kurs besteht aus 8 Lektionen, die in zwei große Themenbloecke unterteilt sind: Strom und Stromnetz.     Folgende Themen werden in diesem Online-Kurs behandelt:                                         Energie-Erhaltungssatz, Umwandlung von Energie und Leistung                              kWh vs. kW, Erscheinungsformen der Energie, Faustformeln zum             Energieinhalt, Wirkungsgrad verschiedener Formen der             Energieumwandlung                                                          Strom, Spannung, elektrische Leistung, Ohm'sches Gesetz                              Grundgleichungen der Elektrizitaet: Spannung(U) - Strom(I) -             Leistung (P) – Energie(W)                                         Netzregelung                          Netzfrequenz und Leistungsbilanz, Fliehkraftpendel, Reserveleistung             durch Schwungmassen, Primaer-, Sekundaer- und Tertiaerregelung,             Speicher, Netzinseln                                                          Kraftwerke                              Dampfkraftwerke, Gaskraftwerke, Wasser-Kraftwerke, Windkraftwerke,             Photovoltaik                                         Drehstrom und Synchronitaet                          Synchrongenerator vs. Wechselrichter, √3-Faktor bei den Spannungen                                         Redispatch - erzeugungsseitiger              Leistungsausgleich                                                                             Ausgleichsleistung, Ausgleichsenergie, fluktuierende             Leistungsfluesse, Restriktionen und Redispatch,                                                          Lastverschiebung und Lastanpassung                              verbrauchsseitiger Leistungsausgleich durch Lastverschiebung, Smart             Meter, Lastmanagement, Lastabwurf als brachiale externe             Lastregelung                                         Blackout durch Energiemangel                                           Flaechenabschaltung vs. Zwangs-Unterfrequenzabschaltung der             Erzeugungseinrichtungen (Eigenschutz geht vor Fremdschutz)                                         Lastgang der              Netznutzer             Ueberlagerung von Lastgaengen, Bedeutung der Eigenerzeugung, zen                          trale vs. dezentrale Erzeuger, Lastgang und Dauerlinie                                         Stromfluss              und              Uebertragungskapazitaet                                            Parallel- und Serienschaltung, Auslegung der Netzkomponenten nach             Spitzenlast, Auslegungsrichtlinien, Netzstruktur fuer Transport und             Verteilung, Spannungsebenen, Transformator                                                          Spannung, Blindleistung, Power Quality                              Spannungsband bei Belastung und Einspeisung, Blindleistung,             moegliche Spannungsstoerungen, Abhilfen, Netz-Innenwiderstand und             Redundanz                                                          Netzaufgaben und Apparate (Hardware in Netzen)                              Freileitungen, Kabel, Niederspannung, Trafos,             Ortsnetzverteilstationen und Umspannwerke, Messwandler und             Schutzeinrichtungen                                         Netzfehler                          Kurzschluss, Erdschluss, Ueberstromzeitschutz, Differentialschutz,             Distanzschutz                                                          Personensicherheit im Niederspannungsnetz                              Laststrom vs. Fehlerstrom, direktes / indirektes Beruehren, TN- vs.             IT-Netz, Dreistufiges Schutzkonzept, Sicherung / FI-Schalter                                                          Blackout durch mangelnde Uebertragungskapazitaet                              Kaskadenausloesung, Redundanz und (n-1)-Betrieb, lokaler Notstrom                                         Blackout durch              Synchronitaetsverlust                              Verlust der synchronisierenden Spannung, Außer-Tritt-Fallen,             Fehlerklaerungszeit               "
